id,age,sex,job_id,marital,education_id,default,housing,loan,city
12737,31,female,4,single,4,no,yes,no,Chicago
12738,25,female,2,married,2,no,yes,no,Chicago
12739,25,male,2,married,2,no,no,no,Phoenix
12740,25,male,2,married,2,no,no,no,Chicago
12741,55,female,2,divorced,2,unknown,yes,yes,Houston
12742,50,female,11,married,6,unknown,yes,yes,Los Angeles
12743,32,female,2,married,4,no,no,no,Houston
12744,32,male,2,married,2,no,no,no,Phoenix
12745,52,male,3,divorced,7,unknown,yes,no,Phoenix
12746,46,male,4,married,3,unknown,yes,no,Los Angeles
12747,56,female,8,divorced,5,no,no,no,Houston
12748,26,female,4,single,4,no,yes,no,Phoenix
12749,29,male,3,single,2,no,yes,no,Houston
12750,34,female,3,married,7,no,yes,no,New York
12751,30,male,2,married,2,no,yes,no,Houston
12752,34,female,3,married,7,no,yes,no,Chicago
12753,30,female,3,divorced,2,no,yes,no,New York
12754,31,male,2,divorced,2,no,no,no,Los Angeles
12755,49,male,2,divorced,2,no,yes,no,Chicago
12756,33,female,5,married,5,unknown,yes,no,Chicago
12757,31,male,3,single,4,unknown,yes,no,New York
12758,48,female,2,divorced,2,no,yes,yes,Los Angeles
12759,27,female,2,single,2,unknown,no,no,Chicago
12760,42,female,8,married,7,unknown,yes,no,New York
12761,56,female,2,married,1,unknown,no,no,Phoenix
12762,38,female,3,divorced,7,no,yes,no,Chicago
12763,48,male,4,married,3,unknown,yes,no,New York
12764,33,female,4,married,3,unknown,yes,no,Los Angeles
12765,38,male,3,divorced,7,no,yes,no,New York
12766,60,female,3,married,2,unknown,yes,no,Chicago
12767,35,female,5,married,2,unknown,yes,no,Houston
12768,56,female,2,married,1,unknown,no,no,Chicago
12769,60,female,3,married,2,unknown,no,no,Phoenix
12770,60,female,3,married,2,unknown,no,no,Phoenix
12771,40,male,2,divorced,2,no,yes,no,Phoenix
12772,57,female,3,married,5,no,yes,no,Houston
12773,32,female,3,single,7,no,yes,no,Los Angeles
12774,29,female,11,married,7,no,no,no,Chicago
12775,31,female,3,single,2,no,yes,no,Chicago
12776,36,female,5,single,6,no,no,no,Phoenix
12777,55,male,2,married,3,unknown,no,no,New York
12778,36,male,5,single,6,no,no,no,Houston
12779,34,male,3,married,5,no,no,yes,Chicago
12780,32,male,4,single,2,no,yes,no,Los Angeles
12781,32,female,4,single,1,unknown,no,no,Los Angeles
12782,38,female,3,married,2,unknown,no,no,Phoenix
12783,26,female,3,married,2,no,yes,yes,Houston
12784,43,female,3,married,7,no,yes,yes,New York
12785,34,female,3,married,7,no,no,yes,Los Angeles
12786,39,male,7,divorced,7,no,yes,no,Phoenix
12787,43,male,3,married,7,no,no,no,New York
12788,38,female,3,married,2,unknown,no,no,Los Angeles
12789,33,female,9,single,5,no,yes,no,Phoenix
12790,43,male,3,married,7,no,no,no,Chicago
12791,43,male,3,married,7,no,yes,yes,Los Angeles
12792,33,female,2,single,2,no,yes,no,Houston
12793,42,male,7,married,3,unknown,yes,no,Los Angeles
12794,26,male,4,married,4,unknown,no,no,Houston
12795,24,male,3,married,2,no,no,no,Chicago
12796,32,male,5,married,5,no,no,no,New York
12797,48,female,5,married,2,unknown,yes,no,Los Angeles
12798,34,male,7,single,6,no,yes,no,Phoenix
12799,26,female,4,married,4,unknown,no,no,Los Angeles
12800,40,female,3,single,7,no,yes,no,Chicago
12801,35,female,3,single,2,no,no,no,Los Angeles
12802,33,female,4,single,4,no,yes,yes,Los Angeles
12803,39,female,4,married,3,unknown,yes,no,Los Angeles
12804,33,male,4,single,4,no,yes,no,Los Angeles
12805,43,female,7,married,4,no,no,no,New York
12806,53,female,6,divorced,2,unknown,yes,no,Los Angeles
12807,39,male,4,married,3,unknown,no,no,Phoenix
12808,26,male,4,married,4,unknown,yes,no,Chicago
12809,26,female,3,married,2,no,no,no,Los Angeles
12810,25,male,5,single,7,no,no,no,New York
12811,38,male,11,married,4,unknown,no,yes,Los Angeles
12812,38,male,2,single,2,unknown,no,no,Phoenix
12813,36,female,5,single,6,no,yes,no,Los Angeles
12814,48,male,5,married,2,unknown,no,no,Los Angeles
12815,48,male,7,married,2,no,no,no,New York
12816,43,female,5,single,5,unknown,yes,no,Phoenix
12817,33,male,5,married,2,no,no,no,Houston
12818,33,male,2,married,2,no,yes,yes,Chicago
12819,33,male,2,married,2,no,no,no,Phoenix
12820,35,male,2,divorced,2,no,unknown,unknown,Chicago
12821,33,male,2,married,2,no,no,no,Chicago
12822,26,female,4,married,4,unknown,no,no,Houston
12823,49,male,7,married,7,no,yes,no,Houston
12824,48,female,7,married,2,no,no,no,Los Angeles
12825,47,male,5,married,5,unknown,no,yes,Houston
12826,28,female,5,single,5,no,yes,no,New York
12827,35,female,3,married,2,no,yes,no,Chicago
12828,47,female,5,married,5,unknown,no,no,New York
12829,41,female,3,single,7,no,no,no,Chicago
12830,52,female,3,divorced,7,unknown,yes,no,Phoenix
12831,48,male,7,married,2,no,no,no,New York
12832,26,female,4,married,4,unknown,yes,no,Houston
12833,26,female,7,single,7,no,yes,no,Phoenix
12834,26,female,7,single,7,no,yes,no,Chicago
12835,28,male,3,single,6,no,no,no,Phoenix
12836,59,male,1,married,1,unknown,unknown,unknown,Houston
12837,27,female,3,single,5,no,no,no,Los Angeles
12838,52,female,3,divorced,7,unknown,yes,yes,Los Angeles
12839,24,female,12,single,2,unknown,no,no,Houston
12840,28,male,2,married,2,no,yes,no,New York
12841,41,female,3,single,7,no,no,no,Phoenix
12842,43,male,3,single,2,no,yes,no,Chicago
12843,43,female,7,single,7,unknown,yes,yes,Houston
12844,29,female,3,single,2,no,no,no,Los Angeles
12845,43,male,4,married,3,no,yes,no,New York
12846,29,male,4,married,4,no,no,no,Houston
12847,43,male,3,single,2,no,no,no,New York
12848,26,female,11,married,5,no,yes,no,Phoenix
12849,26,female,11,married,5,no,yes,no,Chicago
12850,30,male,3,single,2,no,yes,no,Houston
12851,30,female,5,single,7,no,no,no,Chicago
12852,38,male,4,married,2,no,no,no,Chicago
12853,42,male,4,married,3,unknown,no,no,Houston
12854,42,female,4,married,3,unknown,no,no,Phoenix
12855,56,female,5,divorced,5,no,no,no,Phoenix
12856,30,male,2,married,4,no,no,no,Los Angeles
12857,57,male,3,married,1,unknown,yes,no,Phoenix
12858,25,male,2,married,2,no,no,no,Los Angeles
12859,34,female,3,married,7,no,no,no,Los Angeles
12860,30,female,5,single,5,no,no,no,Chicago
12861,30,female,5,single,5,no,no,no,Chicago
12862,46,female,2,married,4,no,no,no,Houston
12863,30,male,5,single,2,no,no,no,Houston
12864,48,female,5,divorced,5,no,yes,no,Houston
12865,47,male,4,divorced,4,no,yes,no,Houston
12866,35,male,4,married,1,no,no,no,Houston
12867,29,male,3,married,2,no,yes,no,Phoenix
12868,30,male,8,single,1,unknown,no,yes,New York
12869,42,female,3,married,7,no,yes,yes,New York
12870,27,female,3,single,5,no,yes,no,Houston
12871,37,female,2,married,3,no,yes,no,New York
12872,37,male,3,married,7,no,no,no,Los Angeles
12873,28,female,4,married,4,no,no,no,Chicago
12874,34,male,5,single,7,no,yes,yes,Los Angeles
12875,34,female,5,single,7,no,no,no,Houston
12876,28,female,2,married,2,no,no,no,Los Angeles
12877,34,male,5,single,7,no,no,yes,Phoenix
12878,30,male,5,single,5,no,yes,no,Chicago
12879,42,female,4,married,4,no,no,no,Houston
12880,33,male,2,single,2,no,yes,no,New York
12881,29,male,9,married,6,no,no,no,New York
12882,30,male,5,single,5,no,no,no,Houston
12883,30,female,5,single,5,no,yes,no,Chicago
12884,44,male,4,single,7,unknown,yes,yes,Chicago
12885,42,male,4,married,3,unknown,no,no,Phoenix
12886,30,male,5,single,5,no,no,no,New York
12887,31,female,7,single,4,no,yes,no,Houston
12888,36,female,3,married,7,no,yes,no,Houston
12889,39,female,2,married,2,no,no,no,New York
12890,40,female,5,divorced,5,no,yes,no,Chicago
12891,40,female,5,divorced,5,no,no,no,Chicago
12892,34,female,5,single,7,no,no,no,Phoenix
12893,26,male,4,married,4,unknown,no,no,New York
12894,37,male,4,single,3,no,no,no,New York
12895,32,female,4,married,7,no,no,no,Phoenix
12896,25,male,3,single,2,no,no,yes,Houston
12897,26,male,4,married,4,unknown,no,no,Houston
12898,28,female,2,married,2,no,no,no,Phoenix
12899,43,female,5,single,5,unknown,no,no,Chicago
12900,31,male,2,married,2,no,unknown,unknown,New York
12901,34,male,9,divorced,5,unknown,no,no,Chicago
12902,29,male,5,single,7,no,no,yes,Los Angeles
12903,34,female,4,married,1,no,yes,yes,Chicago
12904,23,female,3,single,2,no,no,no,Houston
12905,27,male,3,single,5,no,no,no,Houston
12906,54,female,6,divorced,1,unknown,yes,no,Phoenix
12907,54,male,6,divorced,1,unknown,yes,no,New York
12908,49,male,7,married,7,no,yes,no,Chicago
12909,34,female,5,single,7,no,no,no,Phoenix
12910,54,female,6,divorced,1,unknown,yes,no,New York
12911,40,female,3,single,7,no,yes,no,New York
12912,20,female,4,married,1,no,no,yes,Phoenix
12913,30,male,5,married,7,unknown,yes,no,Phoenix
12914,30,male,5,married,7,unknown,no,no,Houston
12915,24,female,12,single,2,unknown,yes,no,Phoenix
12916,37,female,4,single,5,no,no,no,Los Angeles
12917,36,male,4,married,1,unknown,yes,no,Phoenix
12918,33,male,3,married,7,unknown,yes,no,Chicago
12919,32,female,2,divorced,2,unknown,yes,no,New York
12920,36,male,4,married,1,unknown,yes,yes,New York
12921,34,male,4,married,4,no,no,yes,Houston
12922,33,female,2,married,4,no,yes,no,Phoenix
12923,27,female,3,single,2,no,yes,no,Houston
12924,27,female,3,single,2,no,no,no,Chicago
12925,27,male,3,single,2,no,no,no,Houston
12926,47,male,4,divorced,4,no,yes,no,Phoenix
12927,27,female,3,single,2,no,no,no,Houston
12928,29,male,3,single,2,no,yes,no,Houston
12929,34,male,2,single,2,no,yes,no,Phoenix
12930,55,male,6,married,3,unknown,no,no,Los Angeles
12931,29,male,11,married,7,no,yes,no,Houston
12932,32,male,3,single,7,no,no,no,New York
12933,27,female,11,married,2,no,no,no,Houston
12934,26,female,11,married,1,unknown,no,no,Phoenix
12935,27,female,3,single,5,no,no,no,Phoenix
12936,45,male,7,married,7,unknown,unknown,unknown,Phoenix
12937,25,female,4,single,4,no,yes,yes,Houston
12938,37,female,2,divorced,3,no,yes,yes,New York
12939,23,female,11,married,5,no,no,no,Los Angeles
12940,31,female,3,married,2,no,yes,no,Chicago
12941,37,female,11,single,4,unknown,yes,no,New York
12942,43,male,7,single,7,unknown,no,no,Los Angeles
12943,23,male,11,married,5,no,yes,no,Chicago
12944,28,male,4,married,4,unknown,no,no,Los Angeles
12945,48,male,5,divorced,5,no,yes,no,Los Angeles
12946,27,female,3,single,2,no,no,no,Los Angeles
12947,33,male,4,married,4,no,yes,no,Los Angeles
12948,27,female,3,single,2,no,no,no,Phoenix
12949,27,male,7,single,7,no,yes,yes,New York
12950,29,female,3,single,2,no,yes,no,Phoenix
12951,43,male,4,divorced,4,no,no,no,New York
12952,41,female,4,married,6,no,yes,yes,New York
12953,41,female,4,married,6,no,yes,no,Phoenix
12954,47,male,3,married,7,no,yes,no,New York
12955,29,female,3,married,2,no,no,yes,Houston
12956,43,female,5,single,5,no,yes,no,Chicago
12957,33,female,4,single,4,no,no,yes,New York
12958,43,female,4,divorced,4,no,yes,no,Los Angeles
12959,53,male,6,divorced,2,unknown,yes,no,Chicago
12960,41,female,4,married,6,no,no,no,Los Angeles
12961,26,female,5,married,5,no,yes,no,Houston
12962,41,male,4,married,6,no,yes,no,Los Angeles
12963,41,male,4,married,6,no,no,yes,Phoenix
12964,52,male,6,married,3,no,no,no,Los Angeles
12965,43,female,3,single,2,no,yes,yes,Houston
12966,55,male,6,married,3,unknown,yes,yes,Houston
12967,27,male,3,single,2,no,no,no,Los Angeles
12968,27,male,3,single,2,no,no,no,New York
12969,27,female,3,single,2,no,yes,yes,Houston
12970,28,male,4,divorced,2,no,yes,no,Los Angeles
12971,38,female,4,married,4,unknown,unknown,unknown,Houston
12972,50,female,3,married,5,no,yes,yes,Phoenix
12973,35,male,4,married,5,no,no,no,Phoenix
12974,35,male,5,married,5,no,yes,no,Phoenix
12975,49,male,7,married,7,unknown,no,yes,New York
12976,29,female,2,married,2,no,yes,no,Chicago
12977,42,female,4,married,4,no,no,no,New York
12978,40,female,4,married,1,unknown,unknown,unknown,Los Angeles
12979,28,female,4,divorced,2,no,yes,yes,Chicago
12980,57,male,6,married,5,unknown,no,yes,Houston
12981,30,female,4,married,3,no,yes,no,Chicago
12982,38,female,3,married,7,no,yes,yes,Houston
12983,34,female,3,single,7,no,yes,no,New York
12984,30,female,4,married,4,no,no,no,Phoenix
12985,29,female,5,married,5,no,no,no,Chicago
12986,33,female,4,single,4,no,yes,yes,Houston
12987,28,male,5,married,5,no,yes,no,Los Angeles
12988,27,male,3,single,5,no,no,yes,Phoenix
12989,49,female,7,married,7,no,yes,no,Chicago
12990,38,male,4,married,4,unknown,no,no,Chicago
12991,55,male,2,married,3,unknown,yes,no,Houston
12992,41,female,2,divorced,2,unknown,yes,no,Chicago
12993,32,male,2,married,2,no,no,yes,Houston
12994,52,female,3,divorced,7,unknown,no,no,Los Angeles
12995,33,female,4,single,4,no,no,no,Phoenix
12996,35,female,11,married,4,no,no,no,Los Angeles
12997,25,male,4,single,1,no,yes,yes,Chicago
12998,31,female,4,married,3,no,no,no,Phoenix
12999,59,female,1,married,1,unknown,no,no,Houston
13000,28,female,2,married,2,no,no,no,New York
13001,28,female,2,married,2,no,no,no,Chicago
13002,32,female,5,single,5,no,no,no,Phoenix
13003,26,female,7,single,7,no,no,no,Phoenix
13004,28,male,2,married,2,no,yes,no,Houston
13005,28,female,2,married,2,no,no,no,Los Angeles
13006,28,female,2,married,2,no,no,no,Houston
13007,28,female,2,married,2,no,yes,no,Chicago
13008,44,male,3,married,7,no,yes,no,Los Angeles
13009,31,female,9,married,7,no,yes,no,Houston
13010,57,male,3,married,1,unknown,yes,no,Los Angeles
13011,33,female,4,single,4,no,yes,no,Los Angeles
13012,43,female,4,divorced,2,no,yes,no,Houston
13013,34,female,5,single,7,no,no,no,Houston
13014,47,male,5,married,5,unknown,yes,no,Chicago
13015,28,female,2,married,2,no,yes,no,New York
13016,32,female,4,single,1,no,yes,no,Chicago
13017,27,female,3,single,5,no,yes,no,New York
13018,37,female,11,married,4,no,unknown,unknown,New York
13019,38,female,4,single,4,no,yes,no,New York
13020,28,female,2,married,2,no,no,yes,Houston
13021,28,female,2,married,2,no,no,no,Houston
13022,28,female,2,married,2,no,yes,no,Houston
13023,26,male,4,single,5,unknown,unknown,unknown,Los Angeles
13024,36,female,3,married,7,no,yes,no,Chicago
13025,31,female,3,single,2,no,no,no,Houston
13026,33,female,4,single,4,no,no,no,Chicago
13027,52,female,3,divorced,7,unknown,yes,yes,Chicago
13028,30,female,2,married,2,no,yes,no,New York
13029,27,female,3,single,5,no,yes,yes,Los Angeles
13030,28,male,4,married,4,unknown,yes,no,New York
13031,28,male,2,single,2,no,no,no,Phoenix
13032,26,female,3,single,4,no,yes,yes,Los Angeles
13033,30,male,3,married,7,no,yes,yes,Phoenix
13034,48,male,5,divorced,5,no,yes,no,Phoenix
13035,25,female,2,married,2,no,unknown,unknown,Los Angeles
13036,32,male,4,single,1,no,yes,no,Los Angeles
13037,29,female,3,married,2,no,no,yes,Los Angeles
13038,28,female,2,married,2,no,yes,no,New York
13039,28,female,3,single,7,no,yes,no,Chicago
13040,45,female,11,married,7,unknown,yes,yes,Los Angeles
13041,43,male,4,divorced,4,unknown,no,no,Houston
13042,49,female,2,divorced,2,no,yes,no,Los Angeles
13043,33,male,2,married,2,no,yes,no,New York
13044,30,male,5,single,2,no,no,no,New York
13045,31,female,3,single,2,no,no,no,Houston
13046,43,male,3,married,7,no,no,no,Los Angeles
13047,30,female,5,single,5,no,no,no,Houston
13048,34,female,7,single,6,no,no,no,New York
13049,34,female,5,married,5,no,yes,no,Chicago
13050,38,male,4,married,4,unknown,no,no,Phoenix
13051,55,male,6,married,3,unknown,yes,no,Los Angeles
13052,33,female,4,married,3,unknown,yes,no,New York
13053,48,male,7,married,2,no,yes,no,Phoenix
13054,34,male,11,single,4,no,yes,no,Phoenix
13055,42,male,4,married,3,unknown,no,no,Chicago
13056,35,male,3,married,7,no,no,no,New York
13057,43,female,4,divorced,4,no,yes,no,Los Angeles
13058,27,male,3,single,2,no,yes,no,Houston
13059,28,female,5,married,5,no,yes,no,Chicago
13060,34,female,4,married,4,unknown,yes,no,New York
13061,40,female,2,divorced,2,no,yes,no,Chicago
13062,23,female,3,single,2,no,yes,no,Chicago
13063,28,male,2,married,2,no,yes,yes,Phoenix
13064,34,female,5,single,7,no,no,no,Houston
13065,28,male,2,married,2,no,yes,no,Chicago
13066,27,male,9,single,5,no,yes,no,Chicago
13067,30,female,4,married,3,no,yes,yes,Los Angeles
13068,28,male,2,married,2,no,no,no,Chicago
13069,28,male,5,single,5,no,yes,no,Phoenix
13070,24,male,5,married,6,no,yes,no,Houston
13071,24,male,12,single,2,unknown,no,no,Los Angeles
13072,33,female,3,single,2,no,no,yes,Houston
13073,48,female,5,married,5,no,yes,no,Chicago
13074,26,female,4,married,4,unknown,yes,no,Los Angeles
13075,26,male,5,single,5,no,no,no,Los Angeles
13076,50,male,11,married,6,unknown,yes,no,Los Angeles
13077,24,female,12,single,2,unknown,no,no,Chicago
13078,25,female,4,single,1,no,no,no,Houston
13079,35,female,2,single,2,no,no,no,New York
13080,54,female,3,married,2,no,yes,no,Chicago
13081,35,female,2,single,2,no,no,no,Phoenix
13082,35,male,2,single,2,no,no,no,New York
13083,42,female,5,divorced,4,no,yes,no,Los Angeles
13084,56,female,8,divorced,5,no,yes,no,Phoenix
13085,24,male,12,single,2,unknown,no,no,Phoenix
13086,55,male,5,divorced,5,no,no,no,New York
13087,33,female,3,married,7,no,yes,no,Los Angeles
13088,32,male,11,married,4,unknown,yes,no,Los Angeles
13089,31,female,3,single,5,no,no,no,Los Angeles
13090,25,male,2,married,2,no,no,no,Chicago
13091,29,female,5,single,7,no,no,no,New York
13092,52,female,3,divorced,7,unknown,no,no,Chicago
13093,32,male,3,married,4,no,no,no,New York
13094,32,male,7,married,7,unknown,yes,yes,Houston
13095,32,female,4,single,1,unknown,no,no,Chicago
13096,29,female,3,single,4,no,no,no,Los Angeles
13097,39,male,3,married,7,no,yes,yes,Chicago
13098,30,female,5,single,5,no,yes,no,Houston
13099,37,male,3,married,7,no,yes,no,Phoenix
13100,29,male,3,single,2,no,yes,no,Los Angeles
13101,29,female,3,single,2,no,unknown,unknown,Los Angeles
13102,45,male,5,married,5,no,yes,no,Houston
13103,34,female,4,married,4,no,yes,no,Los Angeles
13104,38,female,4,married,6,no,yes,no,Houston
13105,33,female,3,married,2,no,yes,no,New York
13106,34,male,4,married,4,no,yes,no,Chicago
13107,35,male,9,single,7,no,no,no,New York
13108,33,female,3,married,2,no,no,no,Los Angeles
13109,45,female,5,married,5,no,no,no,Houston
13110,59,female,6,divorced,7,unknown,unknown,unknown,Chicago
13111,45,female,5,divorced,4,unknown,no,no,Chicago
13112,52,female,6,married,5,no,yes,no,Los Angeles
13113,38,male,4,married,6,no,no,no,Los Angeles
13114,42,male,11,married,4,no,yes,no,Los Angeles
13115,28,female,5,divorced,7,no,yes,no,Los Angeles
13116,28,male,5,divorced,7,no,no,no,Los Angeles
13117,28,female,5,divorced,7,no,no,no,Los Angeles
13118,54,female,2,married,2,no,no,no,New York
13119,54,male,2,married,2,no,no,no,Phoenix
13120,37,male,7,single,7,no,yes,no,Chicago
13121,29,female,3,single,2,no,yes,no,New York
13122,35,female,7,married,7,no,no,no,Phoenix
13123,40,male,4,divorced,4,no,yes,no,Houston
13124,25,male,3,married,2,no,no,no,Phoenix
13125,57,male,6,married,1,unknown,yes,yes,Phoenix
13126,32,male,2,single,2,unknown,yes,no,Houston
13127,34,female,3,single,7,unknown,yes,no,Los Angeles
13128,25,male,5,single,7,no,yes,no,New York
13129,25,male,4,married,4,no,yes,no,Phoenix
13130,53,male,3,married,7,unknown,no,no,Houston
13131,53,male,3,married,7,no,yes,yes,Houston
13132,31,female,2,married,4,no,yes,no,Chicago
13133,40,male,5,married,5,no,yes,yes,Phoenix
13134,57,male,4,married,3,no,yes,no,Los Angeles
13135,31,female,2,married,4,no,no,no,Chicago
13136,29,male,4,married,2,no,yes,no,Phoenix
13137,30,male,5,single,7,no,yes,yes,Phoenix
13138,35,male,9,single,7,no,yes,no,New York
13139,53,male,3,married,7,no,yes,no,Chicago
13140,43,female,1,married,1,no,yes,no,Houston
13141,51,female,4,married,1,unknown,yes,no,New York
13142,43,male,1,married,1,no,yes,no,Houston
13143,43,male,1,married,1,no,no,no,Chicago
13144,33,male,2,married,4,unknown,yes,no,Chicago
13145,43,female,1,married,1,no,yes,no,Houston
13146,43,male,1,married,1,no,yes,no,Chicago
13147,43,female,1,married,1,no,yes,no,Houston
13148,44,male,4,married,1,unknown,yes,no,Chicago
13149,31,female,3,single,2,no,no,no,Los Angeles
13150,43,male,1,married,1,no,no,no,Phoenix
13151,48,male,4,married,1,no,yes,no,Chicago
13152,43,female,1,married,1,no,yes,no,Chicago
13153,48,female,4,married,1,no,yes,no,Chicago
13154,51,female,7,married,7,no,yes,no,Chicago
13155,36,female,3,divorced,2,no,yes,no,Houston
13156,33,male,9,married,7,no,yes,no,Chicago
13157,36,female,3,married,7,no,yes,no,Chicago
13158,51,male,7,married,7,no,yes,no,Houston
13159,51,female,7,married,7,no,yes,no,New York
13160,35,female,7,married,7,no,no,no,Phoenix
13161,43,female,1,married,1,no,no,yes,Houston
13162,51,female,7,married,7,no,yes,no,Phoenix
13163,52,male,4,divorced,4,no,yes,no,New York
13164,51,male,7,married,7,no,no,yes,Los Angeles
13165,24,female,2,single,5,no,yes,no,Houston
13166,34,female,4,married,4,no,no,yes,Phoenix
13167,51,female,7,married,7,no,no,no,Houston
13168,24,female,2,single,5,no,yes,no,New York
13169,36,male,3,married,7,no,no,yes,Los Angeles
13170,24,female,2,single,5,no,yes,no,Chicago
13171,24,female,2,single,5,no,yes,no,Los Angeles
13172,48,male,4,married,1,no,no,no,Chicago
13173,24,male,2,single,5,no,yes,no,Phoenix
13174,27,male,8,married,3,unknown,yes,no,Los Angeles
13175,27,male,8,married,3,unknown,no,no,Phoenix
13176,28,male,2,single,2,no,yes,no,Los Angeles
13177,36,male,3,married,7,no,yes,no,Phoenix
13178,34,male,5,married,5,no,yes,no,Houston
13179,34,male,4,married,4,no,yes,no,Phoenix
13180,41,male,5,single,7,no,yes,yes,Phoenix
13181,43,female,4,married,3,no,no,no,Phoenix
13182,30,female,3,married,2,no,yes,no,Chicago
13183,34,male,3,single,2,no,yes,no,New York
13184,34,female,3,single,2,no,no,no,Phoenix
13185,34,male,3,single,2,no,yes,no,Houston
13186,31,male,5,married,5,no,yes,no,Houston
13187,42,female,5,married,2,no,yes,no,Houston
13188,48,female,11,married,7,no,yes,no,Chicago
13189,34,female,4,married,4,no,yes,no,New York
13190,24,male,4,married,4,no,unknown,unknown,Chicago
13191,26,female,2,single,2,no,unknown,unknown,Chicago
13192,54,male,7,married,7,no,yes,no,New York
13193,59,male,4,divorced,4,no,no,no,Phoenix
13194,36,male,4,married,3,no,yes,no,New York
13195,27,male,3,single,7,no,no,no,Chicago
13196,51,female,5,married,7,unknown,yes,yes,New York
13197,36,male,4,married,3,no,no,no,Houston
13198,40,male,4,divorced,4,no,yes,no,Phoenix
13199,51,male,5,married,7,unknown,yes,yes,New York
13200,27,male,3,single,7,no,yes,yes,New York
13201,51,male,5,married,7,unknown,yes,no,Chicago
13202,27,female,3,single,7,no,no,no,Los Angeles
13203,32,female,4,married,1,unknown,yes,no,Chicago
13204,32,female,4,married,1,unknown,no,yes,Chicago
13205,32,female,4,married,1,unknown,yes,no,Phoenix
13206,33,male,2,married,4,unknown,yes,no,Los Angeles
13207,28,male,2,single,2,no,yes,no,New York
13208,32,male,4,married,1,unknown,no,no,Houston
13209,31,female,7,single,7,no,yes,yes,Houston
13210,39,female,11,divorced,1,no,no,no,Los Angeles
13211,49,male,4,married,1,unknown,yes,no,New York
13212,44,male,8,married,4,unknown,no,no,Chicago
13213,40,male,3,married,5,no,no,no,Chicago
13214,30,male,4,married,2,unknown,yes,no,Phoenix
13215,30,female,4,married,2,unknown,no,no,Phoenix
13216,31,female,3,married,7,no,no,no,Phoenix
13217,36,male,3,married,7,no,yes,yes,Houston
13218,31,male,7,single,7,no,no,no,Houston
13219,32,female,4,married,1,unknown,no,yes,Houston
13220,31,female,5,divorced,5,no,unknown,unknown,New York
13221,31,male,5,divorced,5,no,no,no,Chicago
13222,24,male,4,single,1,no,no,no,Houston
13223,44,female,8,married,4,unknown,no,yes,Phoenix
13224,31,female,5,divorced,5,no,yes,no,Phoenix
13225,31,female,5,divorced,5,no,yes,no,Houston
13226,28,male,5,married,7,no,yes,no,Houston
13227,44,male,8,married,4,unknown,yes,no,Chicago
13228,31,female,4,married,4,no,yes,no,Los Angeles
13229,28,male,5,married,7,no,yes,no,New York
13230,37,female,5,single,5,unknown,no,no,Phoenix
13231,26,female,4,single,1,no,yes,yes,Chicago
13232,34,male,4,married,3,unknown,no,no,Houston
13233,55,male,3,divorced,2,no,no,no,New York
13234,55,female,3,divorced,2,no,yes,no,New York
13235,32,male,5,married,7,no,yes,no,Phoenix
13236,45,male,4,divorced,1,no,no,no,New York
13237,45,male,4,divorced,1,no,yes,no,Houston
13238,43,male,3,married,7,unknown,yes,no,New York
13239,33,male,3,married,2,no,yes,no,Los Angeles
13240,52,male,6,married,5,no,yes,no,Houston
13241,45,female,4,divorced,1,no,yes,no,New York
13242,28,female,4,single,5,no,yes,no,Los Angeles
13243,23,female,4,married,4,unknown,yes,no,Houston
13244,37,male,4,single,1,no,yes,yes,Chicago
13245,52,female,4,divorced,4,no,yes,no,Phoenix
13246,33,male,3,single,7,no,yes,yes,Houston
13247,44,female,5,married,2,no,no,no,Los Angeles
13248,44,male,5,married,2,no,yes,no,Los Angeles
13249,52,male,7,married,5,no,no,no,New York
13250,26,female,5,married,7,no,yes,no,Phoenix
13251,36,male,3,divorced,2,no,yes,yes,Houston
13252,26,female,4,married,4,no,no,no,Houston
13253,34,male,3,single,7,no,yes,no,Houston
13254,49,female,4,single,1,unknown,no,no,Chicago
13255,34,male,3,single,7,no,yes,no,Phoenix
13256,46,female,1,married,1,no,no,no,Chicago
13257,41,male,4,married,1,no,yes,no,New York
13258,42,male,4,married,4,unknown,yes,no,Houston
13259,51,male,3,married,7,no,yes,no,New York
13260,29,female,5,married,5,no,yes,no,Houston
13261,40,male,4,married,1,unknown,unknown,unknown,Los Angeles
13262,47,female,4,married,1,no,no,no,Houston
13263,31,male,4,married,4,no,yes,no,Phoenix
13264,31,female,4,married,4,no,no,no,Los Angeles
13265,31,female,1,married,4,no,yes,no,Phoenix
13266,50,male,3,single,2,no,yes,no,New York
13267,25,male,4,single,4,unknown,yes,no,New York
13268,26,male,3,married,2,no,yes,yes,Chicago
13269,22,male,12,single,2,no,no,yes,Chicago
13270,31,male,4,married,4,no,yes,no,Los Angeles
13271,32,male,5,single,7,no,no,yes,Houston
13272,31,male,3,single,2,no,no,no,Chicago
13273,43,female,3,married,7,no,yes,no,New York
13274,41,female,4,single,1,unknown,unknown,unknown,Los Angeles
13275,40,male,8,married,7,unknown,yes,no,New York
13276,40,female,8,married,7,unknown,yes,no,Houston
13277,31,male,4,married,4,no,yes,no,Houston
13278,36,female,3,divorced,7,no,yes,no,Chicago
13279,55,female,6,married,4,unknown,unknown,unknown,Chicago
13280,44,male,3,married,2,no,yes,no,Chicago
13281,23,male,8,single,7,no,yes,no,Phoenix
13282,26,female,4,single,4,no,no,no,Los Angeles
